タイムスタンプ,授業名の頭文字で選択してください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業名を選択してください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,担当教員を教えてください,授業の全体感について教えてください [単位取得のしやすさ],授業の全体感について教えてください [高評価の取得のしやすさ],授業の全体感について教えてください [授業の面白さ],出欠は取りますか？,課題(リアぺ含む)・小テストはありましたか？(あったものを選択してください),課題(リアぺ含む)や小テストがある場合、その難易度や負担はどの程度でしたか？,試験の有無について教えてください,試験や期末レポートがあった場合、その難易度や負担はどの程度でしたか？,この授業の口コミやアドバイスを教えてください(自由記述)
2021/9/6 14:47,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,舟橋 倫子,,,4,5(しやすい、面白い),3,あり,リアクションペーパー,普通,期末レポート,楽,毎回文字数の決められていないリアペがある。そこで頑張れば高成績がくるし、多分何らかの文章を出せば単位はくる。期末レポートは授業内容そのままなので楽。内容は世界史なので、世界史選択の人は理解しやすく取りやすいと思う。
2021/9/6 17:53,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,宗教学Ⅰ,,,,,,,,,,,,,,,,,,,志田 雅宏,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),1(しにくい、面白くない),5(しやすい、面白い),なし,小テスト,楽,期末レポート,普通,①唯一神を信仰する一神教を歴史的観点から説明する。②小レポート（3回）と期末レポート（目安3000〜4000字）を提出する。③わかりません、、低評価だったので、、、。④質問に丁寧に答えてくださるし、とても丁寧で優しい先生です⑤⑥興味のない人にはつまらないと思います。歴史的に分析、説明する授業なので、信仰心は問われません。
2021/9/6 22:26,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地域文化論Ⅰ,,本谷 裕子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5(しやすい、面白い),5(しやすい、面白い),あり,リアクションペーパー,きつい,期末レポート,きつい,"　ラテンアメリカの食や世界遺産、医療などの幅広い分野について学ぶ授業でした。外部の方も3人ほど講義をして下さりました。映画を見たり、現地のドキュメンタリーを見たり、刺激的を受けて色々考えることができました。未知のことをたくさん学べて非常に良かったです。ラテンアメリカを総合的に知りたい方には最高の授業だと思います。授業のスライドはあまり配布されず、ノートを取りました。初回のリアペは1600字、2回目は1000字、それ以降は800字でした。授業動画は午前7時から午前11時まで、リアペの提出期限は授業のある日いっぱいまででした。ネットからコピペしていないかを確認するため、毎回類似度をチェックされました。(私達は見られません)最終レポートは、当初A4 10〜20枚とのことでしたが、たしか4000字程度にまで負担を軽くしてくださいました。レポートのテーマは独創的なものほど良いそうです。きちんと出席してリアペを逐一出し、期末レポートを楽しんで書ければ相応の評価がきます。ラテンアメリカに関心がある方にとって、有意義な授業だと思います。(ラテンアメリカに興味のない方ですと厳しいと思います。)"
2021/9/6 22:44,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心理学Ⅰ,,,,,,,,,,,,,,,,,,,,,,川畑 秀明,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,5(しやすい、面白い),4,あり,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",楽,期末レポート,普通,"・1限の授業で、リアルタイムオンラインでした。カメラはオンにしてミュートで受けました。９時20分になると自動で入室できなくなるため、注意が必要です。・授業スライドを授業前に配布してくださります。カラーで見やすく、情報量も多いです。教授はスライドを丁寧に説明してくださります。最終回では、先生の専門である美の認識について扱いました。受講前は、特に心理学に興味はありませんでしたが、受講してみると知らないことだらけで、知的好奇心を刺激されました。また、ブックレポートの準備として心理学に関する本を読んだり、期末レポートの執筆前に、授業を振り返って自分の言葉でまとめたりすることで、心理学の基礎的な部分を習得できたと感じます。・毎授業後に、授業内容のまとめや感想などを簡単に(3分ほどで入力できる程度)入力し、それが出席確認となります。またズームの入室、退室時間も記録されています。・ブックレポートと期末レポート(テストの予定でしたが、新型コロナウイルスの感染拡大のためレポートに変更されました)が課されます。たしか、どちらも2000字だったと思います。授業内容等を参考にしながら書きました。・出席してレポートに真摯に取り組めば大丈夫です。"
2021/9/6 22:57,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,美術Ⅰ,,,,,,荒木 文果,,,,,,,,,,,,,3,5(しやすい、面白い),5(しやすい、面白い),あり,リアクションペーパー,きつい,期末レポート,普通,"美術が好きな方には苦なく楽しめます。先生の授業スライドは見やすく、授業も非常にわかりやすいです。先生も優しい方で、一人一人にレポートのフィードバックや、リアペへのコメントをくださります。期末レポートはフィードバックをもとに再提出するのですが、それも確認してコメントをくださります。リアペは授業のまとめと感想を400字ずつと、予習が毎週課されます。期末レポートは3つに分けて出されます。2000字が2つと800字が1つだったと思います。美術が好きな方でなければ、相当な負担になるかもしれません。"
2021/9/6 23:10,か行,,,,,,,近代思想史Ⅰ,,,,,,,,,,,川添 美央子,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,5(しやすい、面白い),あり,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,きつい,"春学期に受講しました。春学期はカトリックを扱います。カトリックの思想は抽象的ですが、先生は具体例をあげて説明してくださり、非常にわかりやすかったです。スライドもまとまっていて見やすかったです。また先生の声がとても心地よく、すっと耳に入ってきました。学期中に計5回、400字のミニレポがあります。授業を聞いていれば書けると思います。期末レポートは、正確な字数は忘れてしまいましたが、2000-4000字ほどでした。私の周囲では、全授業をしっかり受講していても、期末レポートが難しいと苦戦する方が多かったです。成績評価は相対評価です。ミニレポ(全5回):期末レポート＝1:1でつけます。詳しくは初回の授業で説明されます。"
2021/9/6 23:33,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,世界の政治,,,,,,,,,,,,,,,,,,,,,,,,,,,沼尾 恵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),3,あり,リアクションペーパー,楽,期末レポート,楽,"最初の三十分は授業動画を見て、その後の十五分は先週のコメントへのフィードバックをし、三十分ほど四人一組に分かれてブレイクアウトルームでテーマについて話し合い、班の代表が掲示板に話し合ったことをコメントします。他のメンバーはチーム名を書いて終わりです。期末レポートは800-1200字で、授業で扱ったテーマについて自分の考えを書きます。班によってモチベーションが違うのが残念でした。班長にならなければコメントを書かずに住むため、班長決めでは沈黙を貫いてその場を凌ぐ方が一定数いらっしゃいました。偶然積極的な人と当たったときは、活発な議論ができて学びが多かったです。授業動画から学ぶというよりは、動画をもとに議論する授業でした。先生も、「私が教えるのではなく、学生同士で高め合う」ことをこの授業の主目的に据えています。ただ、やる気がなく常にミュートで一言も発さない方がいるため、個人的にはあまりこの授業はおすすめできないです。真面目に話し合いたい人は結局、楽単と聞いてやってきた熱意のない堕落した人に搾取され、不利益を被るだけです。楽単狙いの方にはおすすめです。"
2021/9/6 23:49,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,地域研究 〇〇事情,川喜田 敦子／西尾 宇広／日名 淳裕／松原 文,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,5(しやすい、面白い),4,あり,リアクションペーパー,普通,期末レポート,普通,"2021春　月5ドイツ事情　オンデマンド。オムニバスで4人の教授。古代中世ドイツ(文学作品中心)、近代ドイツ(文学作品から啓蒙などの近代のドイツの思想)、現代ドイツ(ホロコースト中心、東大の教授)、オーストリア(先生の専門である詩と歴史)を3回ずつ。毎回リアペ提出400字、期限はたしか3日後まで期末レポートは2000字程度。諸注意多め文字数が少なく、要点を絞って書いた。授業のまとめに加えて、自分の考えを書くことが義務付けられる。文学要素が非常に強かった。オーストリアは高校世界史の範囲だったが、それ以外は未知のことが多かった。どの先生も熱心な様子が伝わってきた。近代ドイツでは、先生がリアペから何人かの感想などを抽出して、フィードバックを2回ほどしてくださった。参考図書も紹介してくださった。メリットでもデメリットでもあるが、先生によって全く形式が違かった。はじめは音声の乱れや授業スライドを未配布など受講しづらい状況だったが、教授に連絡するとすぐに対応してくださった。"
2021/9/6 23:56,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,法学Ⅰ（憲法を含む）,,,,,,,,,,,,,金尾 悠香,,,,,,3,4,4,なし,特になし,,期末レポート,普通,"リアルタイムオンライン出席の有無は問わない。教科書、六法必須。穴埋めスライド配布。学生間の再配布は禁止。毎回、授業中に学生を当てる期末レポートは論述型今回は新型コロナウイルス感染拡大のためレポートだったが、本来はテストとのこと。"
2021/9/7 13:34,か行,,,,,,,化学Ⅰ（実験を含む）,井奥 洪二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,4,3,あり,課題(問題演習や小レポート、プレゼンテーションなど),きつい,なし,,"先生が優しいレポートが少し大変"
2021/9/7 15:06,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,倫理学Ⅰ,,,,,,,,,,,,,,,杉本 俊介,,,,4,4,4,なし,小テスト,楽,期末レポート,楽,"毎週授業動画を見れば誰でも解ける5問の小テストが出欠確認の代わりにあります。教授がほんわかしていて癒やされます。"
2021/9/7 15:09,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,伏見 岳志,,,4,3,3,なし,リアクションペーパー,楽,期末レポート,普通,"NHKの番組などを参考動画として載せてくれるのですが、その動画が面白いです。"
2021/9/7 15:11,か行,,,,,,,芸術文化論Ⅰ,,,,,,,,,,,,,,犬丸 治／高橋 悠介／津田 眞弓,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3,2,なし,"課題(問題演習や小レポート、プレゼンテーションなど), リアクションペーパー",普通,期末レポート,普通,"大学で行われた平家琵琶や義太夫節の講演を見て、感想を提出しました。オムニバス形式なので、その教授によって締切が異なる場合があったので注意が必要です。"
2021/9/7 17:41,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,法学Ⅰ（憲法を含む）,,,,,,,,,,,,,尾崎 愛美,,,,,,2,4,3,なし,課題(問題演習や小レポート、プレゼンテーションなど),きつい,期末レポート,きつい,とにかくレポートが大変だったけれど、全部出したらSが来ました
2021/9/7 19:59,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,片山 杜秀,,,4,4,1(しにくい、面白くない),なし,特になし,楽,期末レポート,楽,授業聞かなくてもレポートさえ出せばAがくる
2021/9/7 20:00,た行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,哲学Ⅰ,,,,,,,,,,,,,上枝 美典,,,,,,,,,,,,,,,,,,,,,,,,4,4,4,あり,課題(問題演習や小レポート、プレゼンテーションなど),楽,期末レポート,楽,毎週200字レポートを出して期末に800字のまとめレポートみたいなのを出しただけでSが来た
2021/9/7 20:01,か行,,,,,,,経済学Ⅰ,,,,,,,,,,,,吉岡 忠昭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2,2,あり,小テスト,楽,ペーパーテスト,普通,楽単と聞いていたが授業のレジュメのみではBしかとれなかった
2021/9/7 20:02,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,論理学Ⅰ,,,,,,,,,,,,,,,,,,秋吉 亮太,4,4,4,なし,特になし,楽,期末レポート,楽,期末レポートさえ出せば単位は来る。自分は全問正解だったので見ていない授業もあったのにSだった
2021/9/7 20:02,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,社会学Ⅰ,,,,,,,,,,,,,,,,,藤川 千歳,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1(しにくい、面白くない),2,なし,特になし,楽,期末レポート,楽,単位は来るが高評価が来ない
2021/9/7 22:54,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,論理学Ⅰ,,,,,,,,,,,,,,,,,,秋吉 亮太,5(しやすい、面白い),5(しやすい、面白い),3,なし,特になし,,期末レポート,普通,①オンデマンド方式。講義は予め配信された講義用と演習用のスライドを使って受講する。②講義内で指示された通りに演習問題を解いていれば単位貰うぐらいの点はテストで取れる。③応用問題はちょっと難しいので、講義内で指示されなかった演習問題も解いておくべき。④質問には丁寧に回答して頂いた。授業も分かりやすかったと思う。⑤特にない。雑談とかはないのでそういった意味では硬派な講義と言えるかもしれない。⑥講義をちゃんと聴いていれば単位が取れるようになっており、また数学がある程度得意であれば十分Sを狙える。楽単とまでは言わないが、受けて損は無いと思う。
2021/9/7 23:42,な行以降(な、は、ま、や、ら、わ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,歴史Ⅰ,,,,,,,,,,,,,,,,魏 郁欣,,,4,3,5(しやすい、面白い),あり,リアクションペーパー,楽,期末レポート,普通,①台湾の歴史について学ぶ。台湾の歴史的な出来事を講義ごとに決められたテーマに関連付けて説明するほか、「歴史とは何か」というより一般的な命題にまで踏み込むような内容となっている。②200字以内のリアペ＆2000字の期末レポートをやっていれば単位は来る。③リアペを講義内容の要約みたいにしておけば期末レポートも書きやすいし、良いレポートが書けると思う。まあ自分はA止まりなんだけど。④優しい。オンデマンド方式の授業だから会うことは1回もなかったけど絶対優しい。⑤選ばれるテーマが毎回面白い。某有名漫画とかゲームもあった。⑥楽しく受けていれば単位が来る。受講して良かった。
2021/9/7 23:49,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,心理学Ⅰ,,,,,,,,,,,,,,,,,,,,,,鈴木 清重,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3,1(しにくい、面白くない),あり,リアクションペーパー,普通,期末レポート,きつい,"オンデマンド授業。基本的に1週間以内に視聴してリアクションペーパーを提出しなければいけないので楽とはいえない。さらにオンデマンドなことをいいことに20分の授業をPart10まで出してきたことがあったので、割ときつい。さらにいえば内容が物理のようなものでほんとうにつまらなかったのでかなり地獄。結論、自分は二度と履修しない。"
2021/9/7 23:52,さ行,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,人であることⅠ,,,,,,,,,,,,有光 道生／奥田 暁代／許 光俊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5(しやすい、面白い),5(しやすい、面白い),5(しやすい、面白い),なし,リアクションペーパー,楽,ペーパーテスト,楽,講師をほかから招いて講義をしてもらう形式。3回ごとに講師が変わり、計4人の講師の話を聞く。人であること、という講義名に惹かれてこの講義を履修した人ならみんな興味を持って聞ける話ばかりだと思う。単位は取りやすいし面白いし個人的にはすごくおすすめ。
